city,date,temperature,rain_probability,wind_speed,humidity
さいたま,2019-01-01,7.2,0,2.5,47
さいたま,2019-01-02,7.6,0,5.5,46
さいたま,2019-01-03,6.7,0,7.0,44
さいたま,2019-01-04,7.3,0,2.6,53
さいたま,2019-01-05,9.8,0,2.1,53
さいたま,2019-01-06,5.8,0,4.5,45
さいたま,2019-01-07,7.1,0,6.3,44
さいたま,2019-01-08,6.1,0,1.6,65
さいたま,2019-01-09,5.2,0,7.8,40
さいたま,2019-01-10,3.8,0,1.5,51
さいたま,2019-01-11,8.2,0,7.9,45
さいたま,2019-01-12,5.3,10,2.0,66
さいたま,2019-01-13,7.6,0,3.4,53
さいたま,2019-01-14,6.7,0,2.2,57
さいたま,2019-01-15,5.0,20,2.1,78
さいたま,2019-01-16,7.7,0,5.7,43
さいたま,2019-01-17,7.7,0,3.7,55
さいたま,2019-01-18,6.4,0,7.7,36
さいたま,2019-01-19,8.8,0,4.3,42
さいたま,2019-01-20,5.8,0,1.7,56
さいたま,2019-01-21,7.2,0,5.9,37
さいたま,2019-01-22,6.6,0,5.8,45
さいたま,2019-01-23,7.2,0,2.7,55
さいたま,2019-01-24,6.4,0,8.5,37
さいたま,2019-01-25,7.2,0,3.6,42
さいたま,2019-01-26,5.6,0,7.9,38
さいたま,2019-01-27,6.4,0,8.2,37
さいたま,2019-01-28,6.8,0,2.1,56
さいたま,2019-01-29,7.2,0,10.5,34
さいたま,2019-01-30,6.6,0,2.0,55
さいたま,2019-01-31,7.7,20,2.1,56
さいたま,2019-02-01,4.8,0,9.3,37
さいたま,2019-02-02,9.2,0,2.3,47
さいたま,2019-02-03,10.1,0,2.9,57
さいたま,2019-02-04,13.9,0,9.9,41
さいたま,2019-02-05,7.0,0,2.4,49
さいたま,2019-02-06,7.2,80,3.2,80
さいたま,2019-02-07,9.4,0,1.5,86
さいたま,2019-02-08,5.7,0,6.5,36
さいたま,2019-02-09,0.9,100,3.4,79
さいたま,2019-02-10,5.0,0,6.0,39
さいたま,2019-02-11,3.0,40,2.2,77
さいたま,2019-02-12,7.9,0,4.9,39
さいたま,2019-02-13,7.4,0,3.5,46
さいたま,2019-02-14,6.2,0,6.4,35
さいたま,2019-02-15,3.0,20,2.2,65
さいたま,2019-02-16,9.4,0,3.8,42
さいたま,2019-02-17,8.8,0,6.4,31
さいたま,2019-02-18,11.4,0,3.3,35
さいたま,2019-02-19,10.4,50,3.3,61
さいたま,2019-02-20,14.9,30,3.2,68
さいたま,2019-02-21,11.6,0,6.5,42
さいたま,2019-02-22,11.0,0,2.7,55
さいたま,2019-02-23,9.9,0,7.5,39
さいたま,2019-02-24,10.1,0,3.9,49
さいたま,2019-02-25,12.4,0,1.9,64
さいたま,2019-02-26,9.8,0,3.1,58
さいたま,2019-02-27,9.2,0,2.2,48
さいたま,2019-02-28,7.4,100,2.7,86
さいたま,2019-03-01,9.8,0,2.3,70
さいたま,2019-03-02,11.8,0,4.6,36
さいたま,2019-03-03,6.5,90,3.5,78
さいたま,2019-03-04,8.6,100,6.3,85
さいたま,2019-03-05,12.7,0,2.5,53
さいたま,2019-03-06,11.6,0,3.0,77
さいたま,2019-03-07,9.4,100,2.6,82
さいたま,2019-03-08,8.9,0,7.9,41
さいたま,2019-03-09,11.7,0,5.6,52
さいたま,2019-03-10,13.7,0,2.3,60
さいたま,2019-03-11,13.2,30,5.3,68
さいたま,2019-03-12,14.1,0,2.9,52
さいたま,2019-03-13,13.9,20,4.7,43
さいたま,2019-03-14,10.2,0,3.5,38
さいたま,2019-03-15,11.0,20,4.2,45
さいたま,2019-03-16,10.5,60,2.6,62
さいたま,2019-03-17,9.7,10,3.1,49
さいたま,2019-03-18,10.8,0,4.1,43
さいたま,2019-03-19,14.1,0,1.1,47
さいたま,2019-03-20,16.9,0,3.1,42
さいたま,2019-03-21,18.0,20,9.6,69
さいたま,2019-03-22,16.0,10,7.7,44
さいたま,2019-03-23,6.8,100,2.1,59
さいたま,2019-03-24,10.4,0,5.2,37
さいたま,2019-03-25,11.1,0,2.4,58
さいたま,2019-03-26,12.5,0,1.4,62
さいたま,2019-03-27,16.6,30,6.2,40
さいたま,2019-03-28,14.1,0,4.9,43
さいたま,2019-03-29,8.6,0,3.1,52
さいたま,2019-03-30,11.2,0,3.0,72
さいたま,2019-03-31,11.8,40,2.4,68
さいたま,2019-04-01,11.8,0,2.7,36
さいたま,2019-04-02,10.3,0,5.7,31
さいたま,2019-04-03,10.7,0,7.9,30
さいたま,2019-04-04,13.4,0,3.7,38
さいたま,2019-04-05,18.2,0,6.6,39
さいたま,2019-04-06,18.4,0,2.7,29
さいたま,2019-04-07,18.2,0,1.1,50
さいたま,2019-04-08,11.2,50,2.4,58
さいたま,2019-04-09,13.8,0,7.7,29
さいたま,2019-04-10,3.4,100,3.9,95
さいたま,2019-04-11,13.0,0,9.4,42
さいたま,2019-04-12,10.7,0,2.2,47
さいたま,2019-04-13,14.4,0,2.9,38
さいたま,2019-04-14,16.2,0,5.6,52
さいたま,2019-04-15,18.2,0,8.5,33
さいたま,2019-04-16,18.0,0,4.6,35
さいたま,2019-04-17,17.6,0,4.1,57
さいたま,2019-04-18,19.6,0,3.4,45
さいたま,2019-04-19,21.0,10,2.2,52
さいたま,2019-04-20,16.3,0,4.7,50
さいたま,2019-04-21,19.7,0,2.6,55
さいたま,2019-04-22,22.7,30,3.0,52
さいたま,2019-04-23,21.5,0,4.8,40
さいたま,2019-04-24,20.2,50,7.1,69
さいたま,2019-04-25,23.4,20,2.5,73
さいたま,2019-04-26,12.7,50,3.8,81
さいたま,2019-04-27,13.1,40,6.7,53
さいたま,2019-04-28,15.8,0,4.2,41
さいたま,2019-04-29,16.9,10,5.5,53
さいたま,2019-04-30,16.3,80,5.4,82
さいたま,2019-05-01,21.5,40,2.5,70
さいたま,2019-05-02,20.5,20,4.2,45
さいたま,2019-05-03,21.8,0,2.8,47
さいたま,2019-05-04,19.9,50,2.2,61
さいたま,2019-05-05,21.6,0,4.2,55
さいたま,2019-05-06,19.4,10,5.9,65
さいたま,2019-05-07,16.3,30,5.8,43
さいたま,2019-05-08,19.6,0,7.1,39
さいたま,2019-05-09,20.3,0,5.0,50
さいたま,2019-05-10,24.5,0,2.8,33
さいたま,2019-05-11,24.3,0,3.6,40
さいたま,2019-05-12,19.9,0,4.7,51
さいたま,2019-05-13,20.5,0,4.3,54
さいたま,2019-05-14,19.4,60,5.3,74
さいたま,2019-05-15,20.6,40,4.4,60
さいたま,2019-05-16,22.3,10,3.2,51
さいたま,2019-05-17,22.4,0,4.1,54
さいたま,2019-05-18,22.6,10,5.2,50
さいたま,2019-05-19,22.4,0,5.4,53
さいたま,2019-05-20,22.4,0,7.2,54
さいたま,2019-05-21,21.0,90,7.3,88
さいたま,2019-05-22,21.2,0,2.2,58
さいたま,2019-05-23,24.0,0,2.8,43
さいたま,2019-05-24,26.4,0,3.4,38
さいたま,2019-05-25,27.2,0,3.4,45
さいたま,2019-05-26,28.3,0,3.2,50
さいたま,2019-05-27,28.2,0,4.5,54
さいたま,2019-05-28,24.6,30,6.0,60
さいたま,2019-05-29,23.0,30,4.4,67
さいたま,2019-05-30,23.3,0,4.7,47
さいたま,2019-05-31,22.5,10,6.1,68
さいたま,2019-06-01,23.7,0,4.5,60
さいたま,2019-06-02,23.8,0,3.2,62
さいたま,2019-06-03,24.8,20,4.0,56
さいたま,2019-06-04,25.6,0,4.7,55
さいたま,2019-06-05,24.8,0,3.5,62
さいたま,2019-06-06,30.0,0,3.5,40
さいたま,2019-06-07,21.8,90,3.3,84
さいたま,2019-06-08,23.5,70,2.7,75
さいたま,2019-06-09,18.8,80,3.8,77
さいたま,2019-06-10,17.9,100,5.5,90
さいたま,2019-06-11,21.3,0,5.3,58
さいたま,2019-06-12,20.7,30,1.8,64
さいたま,2019-06-13,23.6,0,4.2,62
さいたま,2019-06-14,24.2,0,5.1,59
さいたま,2019-06-15,18.3,100,4.8,88
さいたま,2019-06-16,26.5,40,3.1,59
さいたま,2019-06-17,25.4,0,5.6,45
さいたま,2019-06-18,25.0,0,3.8,57
さいたま,2019-06-19,26.0,10,2.8,62
さいたま,2019-06-20,26.0,10,2.2,60
さいたま,2019-06-21,26.0,20,5.0,67
さいたま,2019-06-22,23.5,100,3.3,77
さいたま,2019-06-23,23.3,60,3.6,75
さいたま,2019-06-24,21.0,90,2.8,80
さいたま,2019-06-25,24.3,40,3.5,68
さいたま,2019-06-26,26.2,0,4.6,65
さいたま,2019-06-27,26.7,30,4.7,73
さいたま,2019-06-28,26.7,60,1.7,77
さいたま,2019-06-29,21.5,70,1.8,83
さいたま,2019-06-30,24.0,60,2.1,85
さいたま,2019-07-01,25.1,70,2.1,82
さいたま,2019-07-02,26.2,20,2.1,78
さいたま,2019-07-03,27.1,30,3.0,67
さいたま,2019-07-04,24.0,40,3.4,81
さいたま,2019-07-05,24.2,10,2.2,72
さいたま,2019-07-06,22.6,60,3.4,80
さいたま,2019-07-07,22.0,80,5.6,78
さいたま,2019-07-08,22.7,0,3.3,69
さいたま,2019-07-09,20.8,40,2.1,73
さいたま,2019-07-10,23.2,10,3.2,66
さいたま,2019-07-11,21.8,20,1.3,69
さいたま,2019-07-12,22.1,60,2.8,82
さいたま,2019-07-13,25.5,70,3.5,76
さいたま,2019-07-14,23.0,70,3.5,85
さいたま,2019-07-15,24.2,60,3.4,76
さいたま,2019-07-16,23.4,100,2.2,81
さいたま,2019-07-17,27.0,20,1.6,70
さいたま,2019-07-18,27.4,40,2.7,74
さいたま,2019-07-19,29.2,30,1.6,72
さいたま,2019-07-20,27.5,10,2.6,82
さいたま,2019-07-21,26.2,40,3.9,83
さいたま,2019-07-22,24.0,40,1.9,86
さいたま,2019-07-23,27.0,90,2.1,77
さいたま,2019-07-24,29.0,80,2.9,75
さいたま,2019-07-25,29.6,30,3.2,70
さいたま,2019-07-26,30.1,0,7.2,62
さいたま,2019-07-27,29.9,0,9.1,71
さいたま,2019-07-28,29.3,20,3.5,76
さいたま,2019-07-29,31.7,20,2.1,67
さいたま,2019-07-30,31.8,10,3.1,70
さいたま,2019-07-31,32.6,10,2.0,67
さいたま,2019-08-01,33.1,20,1.7,64
さいたま,2019-08-02,32.7,20,2.9,67
さいたま,2019-08-03,32.0,0,2.8,66
さいたま,2019-08-04,31.8,0,3.1,60
さいたま,2019-08-05,32.0,0,3.6,58
さいたま,2019-08-06,32.2,0,4.2,62
さいたま,2019-08-07,33.2,0,3.0,60
さいたま,2019-08-08,33.6,0,3.3,56
さいたま,2019-08-09,33.8,0,3.2,53
さいたま,2019-08-10,32.9,0,4.0,54
さいたま,2019-08-11,32.5,0,3.7,54
さいたま,2019-08-12,32.1,0,3.0,56
さいたま,2019-08-13,32.4,20,3.1,60
さいたま,2019-08-14,30.8,100,4.8,71
さいたま,2019-08-15,30.3,100,9.2,72
さいたま,2019-08-16,29.2,10,10.2,75
さいたま,2019-08-17,32.7,0,2.3,61
さいたま,2019-08-18,32.2,0,2.2,57
さいたま,2019-08-19,29.9,80,4.6,69
さいたま,2019-08-20,29.7,80,2.0,74
さいたま,2019-08-21,29.3,30,3.0,72
さいたま,2019-08-22,28.0,0,1.2,75
さいたま,2019-08-23,27.7,70,2.1,83
さいたま,2019-08-24,29.3,0,1.9,63
さいたま,2019-08-25,28.2,0,2.3,59
さいたま,2019-08-26,26.4,70,2.2,69
さいたま,2019-08-27,27.5,10,1.8,68
さいたま,2019-08-28,24.7,70,2.4,88
さいたま,2019-08-29,30.8,0,2.7,66
さいたま,2019-08-30,26.3,50,2.9,86
さいたま,2019-08-31,29.4,10,1.5,69
さいたま,2019-09-01,29.8,0,1.3,57
さいたま,2019-09-02,29.8,0,2.4,64
さいたま,2019-09-03,26.8,100,4.4,78
さいたま,2019-09-04,24.5,0,2.8,78
さいたま,2019-09-05,28.0,0,0.7,65
さいたま,2019-09-06,29.9,0,3.2,65
さいたま,2019-09-07,30.6,0,3.1,62
さいたま,2019-09-08,31.2,50,3.7,64
さいたま,2019-09-09,32.4,10,4.6,60
さいたま,2019-09-10,32.2,0,1.6,62
さいたま,2019-09-11,29.7,20,2.6,73
さいたま,2019-09-12,26.7,0,3.0,62
さいたま,2019-09-13,23.1,10,2.8,68
さいたま,2019-09-14,23.0,40,2.5,74
さいたま,2019-09-15,27.5,0,3.4,59
さいたま,2019-09-16,25.0,50,4.4,84
さいたま,2019-09-17,27.8,20,3.1,66
さいたま,2019-09-18,22.9,90,2.5,74
さいたま,2019-09-19,24.6,0,2.4,58
さいたま,2019-09-20,24.4,0,1.3,56
さいたま,2019-09-21,23.0,20,2.2,67
さいたま,2019-09-22,25.0,0,2.9,67
さいたま,2019-09-23,28.8,20,11.4,76
さいたま,2019-09-24,26.8,30,2.3,69
さいたま,2019-09-25,25.6,0,1.9,60
さいたま,2019-09-26,23.8,0,2.2,63
さいたま,2019-09-27,24.9,0,2.2,66
さいたま,2019-09-28,25.7,0,4.4,64
さいたま,2019-09-29,25.9,0,2.5,71
さいたま,2019-09-30,26.8,0,2.9,63
さいたま,2019-10-01,26.6,0,1.3,59
さいたま,2019-10-02,26.0,0,1.9,61
さいたま,2019-10-03,25.4,0,4.4,66
さいたま,2019-10-04,26.9,0,8.4,66
さいたま,2019-10-05,27.8,0,4.2,50
さいたま,2019-10-06,21.0,50,4.6,79
さいたま,2019-10-07,21.9,0,2.6,66
さいたま,2019-10-08,22.9,20,1.9,80
さいたま,2019-10-09,22.1,0,5.0,47
さいたま,2019-10-10,22.0,0,3.7,60
さいたま,2019-10-11,21.4,60,3.2,86
さいたま,2019-10-12,24.2,100,11.8,92
さいたま,2019-10-13,24.2,0,7.7,56
さいたま,2019-10-14,17.2,100,4.1,84
さいたま,2019-10-15,19.4,50,3.6,71
さいたま,2019-10-16,17.2,0,1.7,64
さいたま,2019-10-17,17.9,10,1.5,72
さいたま,2019-10-18,18.4,30,3.6,75
さいたま,2019-10-19,21.0,10,3.7,83
さいたま,2019-10-20,22.0,0,3.1,73
さいたま,2019-10-21,18.6,20,3.3,71
さいたま,2019-10-22,15.8,90,6.9,81
さいたま,2019-10-23,21.3,0,2.4,64
さいたま,2019-10-24,18.8,20,5.1,73
さいたま,2019-10-25,15.6,100,8.4,89
さいたま,2019-10-26,22.2,0,2.4,67
さいたま,2019-10-27,19.7,50,2.5,75
さいたま,2019-10-28,18.5,0,2.8,61
さいたま,2019-10-29,14.6,100,2.8,90
さいたま,2019-10-30,19.4,0,0.7,68
さいたま,2019-10-31,19.0,0,1.4,67
さいたま,2019-11-01,19.6,0,1.6,60
さいたま,2019-11-02,16.6,0,1.6,57
さいたま,2019-11-03,17.8,0,1.3,72
さいたま,2019-11-04,16.8,0,3.6,57
さいたま,2019-11-05,16.3,0,2.6,54
さいたま,2019-11-06,17.1,0,1.3,56
さいたま,2019-11-07,16.9,0,2.7,68
さいたま,2019-11-08,16.0,0,2.5,54
さいたま,2019-11-09,14.2,0,1.6,59
さいたま,2019-11-10,15.9,0,1.9,58
さいたま,2019-11-11,14.8,10,1.9,80
さいたま,2019-11-12,17.8,0,7.2,48
さいたま,2019-11-13,13.2,20,2.1,64
さいたま,2019-11-14,16.6,0,4.3,60
さいたま,2019-11-15,14.1,0,1.5,60
さいたま,2019-11-16,15.3,0,1.7,54
さいたま,2019-11-17,15.4,0,5.6,52
さいたま,2019-11-18,16.1,0,4.2,68
さいたま,2019-11-19,17.3,0,2.5,67
さいたま,2019-11-20,12.3,0,7.4,43
さいたま,2019-11-21,12.6,0,4.0,51
さいたま,2019-11-22,7.7,100,4.3,86
さいたま,2019-11-23,11.7,100,5.9,89
さいたま,2019-11-24,18.2,30,3.4,85
さいたま,2019-11-25,17.7,40,3.3,78
さいたま,2019-11-26,8.4,30,3.3,78
さいたま,2019-11-27,9.8,20,1.6,81
さいたま,2019-11-28,9.2,90,3.5,67
さいたま,2019-11-29,7.1,0,2.5,54
さいたま,2019-11-30,8.6,0,5.0,54
さいたま,2019-12-01,8.2,0,1.4,74
さいたま,2019-12-02,8.6,80,3.3,88
さいたま,2019-12-03,13.0,0,3.8,52
さいたま,2019-12-04,11.5,0,1.5,51
さいたま,2019-12-05,10.3,0,2.0,54
さいたま,2019-12-06,8.0,0,3.7,56
さいたま,2019-12-07,4.1,60,2.3,82
さいたま,2019-12-08,9.8,0,4.5,56
さいたま,2019-12-09,7.2,0,3.6,69
さいたま,2019-12-10,11.8,0,1.5,81
さいたま,2019-12-11,13.0,0,2.2,81
さいたま,2019-12-12,13.2,0,5.5,58
さいたま,2019-12-13,7.3,0,1.1,57
さいたま,2019-12-14,8.9,0,1.8,69
さいたま,2019-12-15,9.2,0,5.5,55
さいたま,2019-12-16,8.0,0,1.7,67
さいたま,2019-12-17,8.3,50,2.3,91
さいたま,2019-12-18,12.0,0,4.4,73
さいたま,2019-12-19,8.8,50,2.5,76
さいたま,2019-12-20,11.5,0,1.8,62
さいたま,2019-12-21,6.9,10,2.9,79
さいたま,2019-12-22,8.4,40,3.4,81
さいたま,2019-12-23,9.4,0,2.3,72
さいたま,2019-12-24,9.1,0,6.2,49
さいたま,2019-12-25,6.4,0,1.8,61
さいたま,2019-12-26,8.5,0,2.6,73
さいたま,2019-12-27,10.2,0,8.8,56
さいたま,2019-12-28,7.6,0,6.9,44
さいたま,2019-12-29,7.9,0,1.5,53
さいたま,2019-12-30,6.0,60,2.3,82
さいたま,2019-12-31,9.2,0,8.5,63
さいたま,2020-01-01,6.2,0,2.3,56
さいたま,2020-01-02,9.0,0,3.2,56
さいたま,2020-01-03,8.1,0,1.1,63
さいたま,2020-01-04,9.0,0,4.4,50
さいたま,2020-01-05,7.0,0,5.5,50
さいたま,2020-01-06,8.6,0,5.3,50
さいたま,2020-01-07,6.7,50,2.6,69
さいたま,2020-01-08,5.7,50,2.6,90
さいたま,2020-01-09,11.2,0,6.9,47
さいたま,2020-01-10,9.3,0,3.2,61
さいたま,2020-01-11,7.8,0,1.6,68
さいたま,2020-01-12,7.6,30,1.9,70
さいたま,2020-01-13,9.7,0,0.9,64
さいたま,2020-01-14,9.6,0,1.2,71
さいたま,2020-01-15,7.2,60,3.1,84
さいたま,2020-01-16,8.1,0,2.6,51
さいたま,2020-01-17,7.8,0,2.9,60
さいたま,2020-01-18,3.0,100,4.1,82
さいたま,2020-01-19,7.9,0,2.4,59
さいたま,2020-01-20,10.6,0,1.8,52
さいたま,2020-01-21,7.6,0,7.9,46
さいたま,2020-01-22,4.4,0,2.3,64
さいたま,2020-01-23,5.7,80,1.9,84
さいたま,2020-01-24,10.8,0,1.5,81
さいたま,2020-01-25,6.9,0,3.0,53
さいたま,2020-01-26,5.4,0,1.1,72
さいたま,2020-01-27,6.2,20,2.8,64
さいたま,2020-01-28,5.0,100,5.5,92
さいたま,2020-01-29,14.5,10,4.3,65
さいたま,2020-01-30,13.7,0,3.2,51
さいたま,2020-01-31,8.2,0,8.8,46
さいたま,2020-02-01,9.5,0,6.4,44
さいたま,2020-02-02,10.0,0,4.4,46
さいたま,2020-02-03,10.4,0,2.0,60
さいたま,2020-02-04,9.2,0,3.0,50
さいたま,2020-02-05,9.4,10,4.7,51
さいたま,2020-02-06,2.7,0,9.4,35
さいたま,2020-02-07,2.9,0,1.8,53
さいたま,2020-02-08,8.3,0,4.1,48
さいたま,2020-02-09,4.1,0,8.1,40
さいたま,2020-02-10,5.3,0,1.6,54
さいたま,2020-02-11,7.4,0,5.3,48
さいたま,2020-02-12,8.2,0,1.8,59
さいたま,2020-02-13,12.4,20,1.7,69
さいたま,2020-02-14,13.3,30,2.0,72
さいたま,2020-02-15,14.4,0,2.7,59
さいたま,2020-02-16,9.6,100,1.4,91
さいたま,2020-02-17,10.6,60,5.4,83
さいたま,2020-02-18,8.8,10,5.7,39
さいたま,2020-02-19,10.1,0,3.1,45
さいたま,2020-02-20,10.6,0,1.7,56
さいたま,2020-02-21,10.8,0,2.7,54
さいたま,2020-02-22,12.6,20,6.1,70
さいたま,2020-02-23,11.6,10,7.4,38
さいたま,2020-02-24,12.0,0,2.7,49
さいたま,2020-02-25,12.3,10,2.2,58
さいたま,2020-02-26,8.8,0,3.2,80
さいたま,2020-02-27,8.2,0,8.9,38
さいたま,2020-02-28,8.7,0,3.1,45
さいたま,2020-02-29,10.7,0,1.6,60
さいたま,2020-03-01,14.4,0,2.9,53
さいたま,2020-03-02,6.4,80,3.7,86
さいたま,2020-03-03,13.8,0,6.2,42
さいたま,2020-03-04,9.0,50,3.4,78
さいたま,2020-03-05,10.5,0,9.3,37
さいたま,2020-03-06,10.4,0,6.4,40
さいたま,2020-03-07,8.6,0,3.2,60
さいたま,2020-03-08,8.8,100,3.5,84
さいたま,2020-03-09,16.0,0,3.9,71
さいたま,2020-03-10,14.8,80,3.8,91
さいたま,2020-03-11,17.0,10,4.8,50
さいたま,2020-03-12,12.7,0,4.4,43
さいたま,2020-03-13,14.5,0,2.7,61
さいたま,2020-03-14,4.3,100,4.5,89
さいたま,2020-03-15,9.4,0,3.4,50
さいたま,2020-03-16,9.3,10,9.4,41
さいたま,2020-03-17,9.6,0,4.3,49
さいたま,2020-03-18,14.7,0,3.0,47
さいたま,2020-03-19,16.5,0,6.4,57
さいたま,2020-03-20,15.2,0,9.0,32
さいたま,2020-03-21,16.2,0,3.9,50
さいたま,2020-03-22,20.1,0,6.0,48
さいたま,2020-03-23,10.6,20,3.8,57
さいたま,2020-03-24,9.5,0,8.9,35
さいたま,2020-03-25,12.3,0,4.2,36
さいたま,2020-03-26,15.4,0,2.9,45
さいたま,2020-03-27,17.3,0,5.4,63
さいたま,2020-03-28,17.4,50,5.7,68
さいたま,2020-03-29,2.4,70,4.4,96
さいたま,2020-03-30,10.0,0,1.7,60
さいたま,2020-03-31,11.3,10,2.0,69
さいたま,2020-04-01,12.3,90,3.9,91
さいたま,2020-04-02,14.6,0,10.8,39
さいたま,2020-04-03,14.2,0,3.9,50
さいたま,2020-04-04,17.6,0,6.1,56
さいたま,2020-04-05,10.1,40,3.6,70
さいたま,2020-04-06,15.1,0,3.7,36
さいたま,2020-04-07,13.8,0,1.8,46
さいたま,2020-04-08,16.2,0,3.0,54
さいたま,2020-04-09,15.6,20,4.6,46
さいたま,2020-04-10,12.8,0,8.8,38
さいたま,2020-04-11,14.1,0,4.0,39
さいたま,2020-04-12,11.9,10,3.2,66
さいたま,2020-04-13,8.9,100,10.2,87
さいたま,2020-04-14,12.9,0,10.2,43
さいたま,2020-04-15,16.7,0,5.5,52
さいたま,2020-04-16,13.4,0,5.7,61
さいたま,2020-04-17,13.8,0,3.2,58
さいたま,2020-04-18,14.6,80,8.1,83
さいたま,2020-04-19,17.6,0,7.6,52
さいたま,2020-04-20,10.3,90,3.6,86
さいたま,2020-04-21,16.6,0,2.7,72
さいたま,2020-04-22,15.2,10,3.3,55
さいたま,2020-04-23,14.3,10,3.2,46
さいたま,2020-04-24,14.0,10,4.1,54
さいたま,2020-04-25,15.3,0,7.6,49
さいたま,2020-04-26,20.4,0,6.6,50
さいたま,2020-04-27,14.3,60,2.7,69
さいたま,2020-04-28,15.3,50,2.3,66
さいたま,2020-04-29,18.0,0,4.8,58
さいたま,2020-04-30,20.2,0,3.2,58
さいたま,2020-05-01,22.2,0,3.6,62
さいたま,2020-05-02,23.8,0,4.0,60
さいたま,2020-05-03,23.1,0,7.8,61
さいたま,2020-05-04,20.2,20,4.4,77
さいたま,2020-05-05,23.8,60,4.0,63
さいたま,2020-05-06,18.4,50,2.4,79
さいたま,2020-05-07,18.8,0,6.5,41
さいたま,2020-05-08,18.3,0,4.2,40
さいたま,2020-05-09,18.6,10,5.0,62
さいたま,2020-05-10,23.2,0,8.2,74
さいたま,2020-05-11,25.9,0,3.3,60
さいたま,2020-05-12,23.2,0,3.9,64
さいたま,2020-05-13,25.2,10,4.2,41
さいたま,2020-05-14,24.6,0,4.8,33
さいたま,2020-05-15,24.8,0,5.4,36
さいたま,2020-05-16,19.3,80,7.1,72
さいたま,2020-05-17,25.4,10,3.3,58
さいたま,2020-05-18,21.1,90,3.1,78
さいたま,2020-05-19,19.6,70,6.4,82
さいたま,2020-05-20,14.5,70,3.6,77
さいたま,2020-05-21,14.9,30,2.7,74
さいたま,2020-05-22,18.6,20,4.1,72
さいたま,2020-05-23,21.7,10,4.1,68
さいたま,2020-05-24,23.3,0,5.4,61
さいたま,2020-05-25,23.4,0,3.2,66
さいたま,2020-05-26,22.1,80,2.9,81
さいたま,2020-05-27,23.3,30,1.9,68
さいたま,2020-05-28,22.2,10,3.1,55
さいたま,2020-05-29,24.0,0,2.2,46
さいたま,2020-05-30,25.0,0,4.1,51
さいたま,2020-05-31,22.4,20,4.5,66
さいたま,2020-06-01,21.4,70,2.3,79
さいたま,2020-06-02,24.8,20,3.2,72
さいたま,2020-06-03,26.6,0,2.5,55
さいたま,2020-06-04,26.2,0,4.0,59
さいたま,2020-06-05,28.1,0,4.5,52
さいたま,2020-06-06,27.5,20,3.4,55
さいたま,2020-06-07,26.1,0,4.1,41
さいたま,2020-06-08,26.7,0,3.6,49
さいたま,2020-06-09,30.3,0,5.1,43
さいたま,2020-06-10,30.5,0,9.1,41
さいたま,2020-06-11,28.0,50,10.4,69
さいたま,2020-06-12,28.5,30,1.2,68
さいたま,2020-06-13,21.4,100,3.1,88
さいたま,2020-06-14,22.8,60,1.5,84
さいたま,2020-06-15,30.1,0,2.6,56
さいたま,2020-06-16,27.5,0,5.0,57
さいたま,2020-06-17,26.2,0,4.1,53
さいたま,2020-06-18,24.0,0,2.6,69
さいたま,2020-06-19,19.8,100,3.5,85
さいたま,2020-06-20,26.1,0,3.3,60
さいたま,2020-06-21,22.6,40,2.4,72
さいたま,2020-06-22,20.5,100,5.8,86
さいたま,2020-06-23,24.6,20,3.5,71
さいたま,2020-06-24,23.2,40,4.6,79
さいたま,2020-06-25,22.4,20,1.9,80
さいたま,2020-06-26,25.4,0,1.9,80
さいたま,2020-06-27,27.6,0,2.8,74
さいたま,2020-06-28,22.7,60,2.8,85
さいたま,2020-06-29,27.0,0,3.7,58
さいたま,2020-06-30,24.9,70,7.8,83
さいたま,2020-07-01,25.9,60,10.3,84
さいたま,2020-07-02,28.9,0,6.7,61
さいたま,2020-07-03,25.6,40,3.8,72
さいたま,2020-07-04,24.9,60,5.3,84
さいたま,2020-07-05,25.5,40,3.5,83
さいたま,2020-07-06,25.0,90,7.3,87
さいたま,2020-07-07,27.2,10,9.7,83
さいたま,2020-07-08,26.7,40,7.0,81
さいたま,2020-07-09,25.1,90,4.6,86
さいたま,2020-07-10,26.4,20,3.8,82
さいたま,2020-07-11,27.8,30,6.4,82
さいたま,2020-07-12,29.0,50,3.4,68
さいたま,2020-07-13,22.2,60,4.9,80
さいたま,2020-07-14,23.8,80,2.4,90
さいたま,2020-07-15,22.7,90,3.7,83
さいたま,2020-07-16,23.3,0,1.9,74
さいたま,2020-07-17,20.9,100,2.2,85
さいたま,2020-07-18,22.5,50,2.0,85
さいたま,2020-07-19,27.1,10,2.1,76
さいたま,2020-07-20,28.6,10,2.3,72
さいたま,2020-07-21,26.7,20,3.5,80
さいたま,2020-07-22,26.7,90,1.2,86
さいたま,2020-07-23,24.0,70,1.2,85
さいたま,2020-07-24,25.6,50,1.3,81
さいたま,2020-07-25,26.5,70,4.3,85
さいたま,2020-07-26,27.3,20,4.2,82
さいたま,2020-07-27,27.5,60,1.6,83
さいたま,2020-07-28,26.6,60,1.5,87
さいたま,2020-07-29,24.5,90,3.0,80
さいたま,2020-07-30,24.6,40,1.6,77
さいたま,2020-07-31,27.0,50,1.3,76
さいたま,2020-08-01,27.9,50,3.2,69
さいたま,2020-08-02,28.1,0,2.7,66
さいたま,2020-08-03,28.9,0,2.9,68
さいたま,2020-08-04,29.8,10,3.3,70
